FishID,View,FrameIndex,Method,MaskArea_px,MaskLength_px,MaskWidth_px,MaskPerimeter_px
fish6,top,490,ClassicCV,316.0,35.7770881652832,13.416406631469727,84.76955187320709
fish6,top,491,ClassicCV,322.5,35.43901824951172,13.873414039611816,85.35533785820007
fish6,top,492,ClassicCV,339.5,36.26601791381836,14.81560230255127,88.18376517295837
fish6,top,493,ClassicCV,344.5,37.274959564208984,14.559161186218262,90.18376541137695
fish6,top,494,ClassicCV,338.5,38.01315689086914,13.86362075805664,90.18376541137695
fish6,top,495,ClassicCV,337.0,37.23225021362305,14.10702896118164,89.94112455844879
fish6,top,496,ClassicCV,328.5,37.36206817626953,13.32397174835205,89.35533821582794
fish6,top,497,ClassicCV,333.0,37.919498443603516,13.386347770690918,90.76955211162567
fish6,top,498,ClassicCV,330.0,36.97458267211914,13.591702461242676,88.76955199241638
fish6,top,499,ClassicCV,326.5,36.76081466674805,13.799619674682617,89.35533857345581
fish6,top,500,ClassicCV,340.5,38.9075813293457,13.416407585144043,92.18376541137695
fish6,top,501,ClassicCV,343.0,37.9632682800293,14.085919380187988,92.76955199241638
fish6,top,502,ClassicCV,341.0,37.9632682800293,13.856880187988281,92.76955187320709
fish6,top,503,ClassicCV,338.0,38.9075813293457,13.416407585144043,92.76955211162567
fish6,top,504,ClassicCV,355.5,40.24922180175781,13.86362075805664,96.18376541137695
fish6,top,505,ClassicCV,349.5,39.21223449707031,13.914020538330078,94.18376541137695
fish6,top,506,ClassicCV,352.5,39.04823303222656,14.067066192626953,95.35533845424652
fish6,top,507,ClassicCV,340.0,38.07809066772461,13.824529647827148,92.76955187320709
fish6,top,508,ClassicCV,338.5,38.66999053955078,13.883818626403809,92.18376553058624
fish6,top,509,ClassicCV,342.0,39.515480041503906,13.883818626403809,93.59797894954681
fish6,top,510,ClassicCV,340.0,39.04823303222656,13.824529647827148,93.59797894954681
fish6,top,511,ClassicCV,334.5,38.198486328125,13.591702461242676,92.18376529216766
fish6,top,512,ClassicCV,329.5,37.36206817626953,13.59869384765625,90.18376588821411
fish6,top,513,ClassicCV,331.0,38.32358932495117,13.049251556396484,91.5979791879654
fish6,top,514,ClassicCV,298.5,33.33235549926758,13.218003273010254,80.5269113779068
fish6,top,515,ClassicCV,304.5,34.29018020629883,13.02643871307373,81.35533845424652
fish6,top,516,ClassicCV,304.5,34.29018020629883,13.02643871307373,81.35533845424652
fish6,top,517,ClassicCV,305.0,34.29018020629883,13.02643871307373,81.94112491607666
fish6,top,518,ClassicCV,299.0,32.98484420776367,13.339458465576172,81.11269783973694
fish6,top,519,ClassicCV,299.0,33.5201416015625,13.281564712524414,81.11269783973694
fish6,top,520,ClassicCV,296.0,33.24125289916992,13.323973655700684,81.11269795894623
fish6,top,521,ClassicCV,297.5,33.24125289916992,13.186612129211426,80.5269113779068
fish6,top,522,ClassicCV,297.5,33.15278625488281,13.331280708312988,80.5269113779068
fish6,top,523,ClassicCV,297.0,34.46882247924805,12.965337753295898,81.94112467765808
fish6,top,524,ClassicCV,321.0,38.01315689086914,12.969193458557129,88.76955187320709
fish6,top,525,ClassicCV,320.5,37.565940856933594,12.969193458557129,88.18376517295837
fish6,top,526,ClassicCV,327.5,37.565940856933594,12.969193458557129,89.01219260692596
