FishID,View,FrameIndex,Method,MaskArea_px,MaskLength_px,MaskWidth_px,MaskPerimeter_px,Bbox_w_px,Bbox_h_px
fish01,top,186,Full_SAM,725.0,73.32125854492188,15.729253768920898,171.13708424568176,46.647095,49.860718
fish01,top,187,Full_SAM,718.5,72.31155395507812,15.574795722961426,167.23758792877197,47.41089,53.840332
fish01,top,188,Full_SAM,720.5,71.09715270996094,15.604814529418945,166.40916061401367,47.194946,55.25537
fish01,top,189,Full_SAM,700.0,72.54389953613281,15.949369430541992,172.6518017053604,45.596313,54.440445
fish01,top,190,Full_SAM,720.5,74.71112823486328,17.09838104248047,177.58073365688324,45.004944,57.47328
fish01,top,191,Full_SAM,711.0,74.10912322998047,16.900375366210938,176.99494802951813,43.586243,58.03894
fish01,top,192,Full_SAM,733.0,76.1148681640625,16.624298095703125,179.82337486743927,44.083496,58.237442
fish01,top,193,Full_SAM,708.0,74.68582153320312,16.000179290771484,176.50966620445251,42.184937,55.186523
fish01,top,3417,Full_SAM,655.0,76.98457336425781,13.799674987792969,169.5979790687561,30.935913,72.26297
fish01,top,3418,Full_SAM,620.5,70.0,13.0,157.35533845424652,30.700806,70.95709
fish01,top,3419,Full_SAM,623.0,71.0,13.0,155.94112491607666,29.934387,70.29721
fish01,top,3420,Full_SAM,634.0,70.0,14.0,153.94112491607666,30.984375,70.50116
fish01,top,3421,Full_SAM,644.0,72.0,13.0,157.11269783973694,30.008057,70.83276
fish01,top,3422,Full_SAM,607.5,60.0,14.0,134.5269113779068,29.04602,70.06354
fish01,top,3423,Full_SAM,607.0,61.98493194580078,13.893174171447754,137.94112491607666,28.970093,70.408264
fish01,top,3424,Full_SAM,600.5,62.0,13.0,137.69848430156708,28.478394,68.209076
fish01,top,3425,Full_SAM,586.5,58.0,14.0,130.5269113779068,28.409668,67.743164
fish01,top,3426,Full_SAM,583.0,59.0,14.0,131.94112491607666,28.053223,68.78769
fish01,top,3427,Full_SAM,565.0,60.0,13.0,133.94112491607666,26.688354,68.991394
fish01,top,3428,Full_SAM,568.0,61.0,13.0,135.94112491607666,27.518127,68.83746
fish01,top,3429,Full_SAM,586.0,64.0,14.0,140.76955199241638,26.608887,69.0376
fish01,top,3430,Full_SAM,578.0,61.0,14.0,135.94112491607666,26.890442,69.727356
fish01,top,3431,Full_SAM,585.5,62.0,13.0,138.5269113779068,27.54358,68.85321
fish01,top,3432,Full_SAM,596.0,62.0,14.0,137.94112491607666,28.34436,71.56207
fish01,top,3433,Full_SAM,614.5,63.0,15.0,141.35533845424652,28.736328,71.51477
fish01,top,3434,Full_SAM,606.0,63.0,15.0,140.76955199241638,28.487549,71.04199
fish01,top,3435,Full_SAM,588.0,63.0,14.0,139.94112491607666,27.480347,70.94733
fish01,top,3436,Full_SAM,604.5,64.0,14.0,144.18376553058624,26.917542,71.712524
fish01,top,3437,Full_SAM,603.0,70.74714660644531,15.02506160736084,156.42640602588654,26.379333,71.24744
fish01,top,3438,Full_SAM,605.5,69.89334869384766,13.821927070617676,152.18376553058624,26.2724,71.25064
fish01,top,3439,Full_SAM,583.0,64.0,13.0,141.94112491607666,27.30017,72.11896
fish01,top,3440,Full_SAM,591.5,61.0,13.0,135.69848430156708,26.755493,70.850555
fish01,top,3441,Full_SAM,608.5,63.0,14.0,140.5269113779068,27.834839,71.714294
fish01,top,3442,Full_SAM,618.0,66.0,14.0,145.94112491607666,27.378296,72.10376
fish01,top,3443,Full_SAM,625.0,64.0,14.0,143.94112491607666,29.070374,73.115906
fish01,top,3444,Full_SAM,621.0,64.0,13.0,142.28427076339722,29.821045,73.46832
fish01,top,3445,Full_SAM,613.5,66.0,13.0,146.5269113779068,29.664062,73.367004
fish01,top,3446,Full_SAM,610.5,66.0,14.0,146.5269113779068,29.783875,73.0195
fish01,top,3447,Full_SAM,623.0,68.0,13.0,149.11269783973694,30.705566,80.275024
fish01,top,3448,Full_SAM,607.5,63.0,13.0,139.69848430156708,30.57727,79.80676
fish01,top,3449,Full_SAM,609.5,64.0,13.0,141.69848430156708,30.092651,81.01181
fish01,top,3450,Full_SAM,606.5,62.0,14.0,138.5269113779068,29.749512,80.842255
