FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,VisScore_Top_Raw,VisScore_Front_Raw,VisScore_Top_Enhanced,VisScore_Front_Enhanced,Volume (cm³),Surface Area (cm²),Aspect Ratio,Elongation,Compactness,Condition Factor (K),Rectangularity,Equivalent Diameter (cm)
fish13,13.88,1255,62.75,20.0,20.0,9.092063176101597,3.2471654200362847,2.9224488780326565,29.52343314222238,24.678457192275765,1441,970,25.264147764681592,9.421162081813812,63.50530984649541,86.5,62.5,65.4,48.5,45.17648147668163,72.19634020740385,2.8,0.6428571428571428,0.6091730907237825,1.8467245891340145,1.0,6.131101252876373
fish13,13.88,1340,67.0,20.0,20.0,9.796376705035838,3.498705966084228,3.148835369475805,34.27464162391744,26.590165342240134,1455,1848,24.856756789803217,9.391998675494722,63.34875546529794,85.9,62.4,65.4,48.3,56.50950457713366,83.81490307197109,2.8,0.6428571428571428,0.6091730907237826,1.4763626016163003,1.0,6.606044890643531
fish13,13.88,1310,65.5,20.0,20.0,9.96938876074882,3.560495985981722,3.20444638738355,35.49596866533747,27.059769493461086,1449,1347,25.062351615547843,9.407386044300926,63.449737659848765,86.2,62.5,65.4,48.3,59.55670532260531,86.80152533104571,2.8,0.6428571428571428,0.6091730907237827,1.4008249573516822,1.0,6.7227130671617905
fish13,13.88,1320,66.0,20.0,20.0,9.96606299154462,3.559308211265936,3.2033773901393423,35.47228983979832,27.05074240562111,1451,1347,25.06521173681565,9.403304015000662,63.48851575181631,86.3,62.5,65.4,48.3,59.49712119197232,86.74362134216675,2.8,0.6428571428571428,0.6091730907237827,1.4022278308954874,1.0,6.720470382818346
fish13,13.88,1315,65.75,20.0,20.0,9.96938876074882,3.560495985981722,3.20444638738355,35.49596866533747,27.059769493461086,1452,1347,25.064222235616043,9.402965473333996,63.50718770895004,86.3,62.5,65.4,48.3,59.55670532260531,86.80152533104571,2.8,0.6428571428571428,0.6091730907237827,1.4008249573516822,1.0,6.7227130671617905
fish14,12.32,4165,208.25,20.0,20.0,7.789416504493146,2.7819344658904095,2.5037410193013687,21.66964624302508,21.14270194076711,976,268,25.17932658403184,9.31699533461465,54.01632191864648,86.5,62.6,65.2,48.3,28.407946955337415,52.99075973986689,2.8,0.6428571428571428,0.6091730907237827,2.6067292701947045,1.0,5.252680317422838
fish14,12.32,3980,199.0,20.0,20.0,7.20521026665616,2.573289380948629,2.315960442853766,18.541091066688338,19.55699929520958,1028,683,24.768046194947804,9.481803310648596,54.8098495055964,86.4,62.5,65.2,48.5,22.48355839263603,45.34021880242361,2.8,0.6428571428571428,0.6091730907237827,3.2935990620982185,1.0,4.8587292936161255
fish14,12.32,3970,198.5,20.0,20.0,7.399945679268489,2.6428377425958893,2.3785539683363006,19.55685573433014,20.085566843728756,1040,729,24.74640569269628,9.473105393981934,55.01951108667822,86.4,62.5,65.3,48.5,24.35626352083242,47.824160665229876,2.8,0.6428571428571428,0.6091730907237827,3.0403607175328227,1.0,4.990046301551696
fish14,12.32,905,45.25,20.0,20.0,7.010474854043832,2.5037410193013687,2.253366917371232,17.55241345685032,19.0284317466904,954,444,25.17411407666619,9.058036983479392,53.31215106014558,86.5,62.8,65.3,48.5,20.70939333044098,42.92251538929218,2.8,0.6428571428571428,0.6091730907237828,3.575760315767768,1.0,4.727412285680555
fish14,12.32,4160,208.0,20.0,20.0,8.178887329717803,2.9210311891849297,2.628928070266437,23.89078498293515,22.199837037805466,992,372,25.27140549647955,9.311995321390365,54.42340081786992,86.3,62.6,65.3,48.3,32.88574959417246,58.422312613203225,2.8,0.6428571428571428,0.6091730907237826,2.251790752786701,1.0,5.515314333293979
fish14,12.32,4020,201.0,20.0,20.0,6.815739441431503,2.4341926576541084,2.1907733918886976,16.59082290481608,18.499864198171224,979,334,24.960094671103395,9.508938708453709,54.0490333795571,86.6,62.6,65.3,48.4,19.03110508922018,40.57105042583559,2.8,0.6428571428571428,0.6091730907237826,3.891094420815419,1.0,4.5960952777449835
